lb	mle	ub	ce	Z	cZ
Lynx1	-0.158300042597181	1.34555036207605	3.08685083064506	0	1.78852730845082	0.609225737755526
P4ha1	-0.158300042597181	1.30597535142675	3.00770080934646	0	1.78848900351668	0.609225737755526
Rtn4	-0.158300042597181	1.30597535142675	3.16600085194365	0	1.78842837362986	0.609225737755526
Rab34	-0.118725031947887	1.18725031947887	2.57237569220421	0	1.78833687875618	0.609225737755526
Rnf125	-3.44302592648871	-1.93917552181549	0.158300042597181	0	-1.78807489073388	-0.609225737755526
Klf9	-3.16600085194365	-1.46427539402394	0.118725031947887	0	-1.78795875943702	-0.609225737755526
Inpp5a	-0.158300042597181	1.22682533012817	2.7306757348014	0	1.78566969910133	0.607220395625641
Tgm3	-4.19495112882532	-2.65152571350281	0.277025074545068	0	-1.78532535935586	-0.607220395625641
Slc35f2	-3.6013259690859	-1.89960051116619	0.158300042597181	0	-1.7853238909667	-0.607220395625641
Jun	-0.158300042597181	1.30597535142675	2.80982575609999	0	1.78487517289681	0.607220395625641
Lxn	-0.158300042597181	1.34555036207605	3.40345091583941	0	1.78487226066012	0.607220395625641
Trmt2b	-0.158300042597181	1.62257543662112	3.28472588389153	0	1.78482523064735	0.607220395625641
Gm14164	-4.551126224669	-2.80982575609999	0.277025074545068	0	-1.7843106943798	-0.607220395625641
Rpf2	-3.5617509584366	-1.74130046856901	0.158300042597181	0	-1.78424301682367	-0.607220395625641
Gm949	-3.32430089454081	-1.7808754792183	0.158300042597181	0	-1.78422825504768	-0.607220395625641
Slc25a3	-0.118725031947887	1.18725031947887	2.53280068155492	0	1.78344315098657	0.607220395625641
Mrfap1	-0.158300042597181	1.26640034077746	2.65152571350281	0	1.78330097773647	0.607220395625641
Cdadc1	-0.197875053246478	1.62257543662112	3.83877603298168	0	1.78324491119662	0.607220395625641
AI987944	-0.197875053246478	1.93917552181549	3.24515087324224	0	1.78322300110206	0.607220395625641
Jazf1	-0.197875053246478	2.01832554311408	3.28472588389153	0	1.78282819799041	0.607220395625641
Mrps5	-2.84940076674929	-1.34555036207605	0.118725031947887	0	-1.78251652317013	-0.607220395625641
Tuba4a	-3.00770080934646	-1.42470038337464	0.118725031947887	0	-1.78211123082383	-0.607220395625641
Rpl12	-2.53280068155492	-1.18725031947887	0.0791500212985904	0	-1.78204917210135	-0.607220395625641
r_(CTTG)n	-3.91792605428027	-2.29535061765914	0.237450063895775	0	-1.78190226623826	-0.607220395625641
D10Ertd610e	-0.158300042597181	1.26640034077746	2.77025074545069	0	1.78188791175111	0.607220395625641
Ier3	-0.158300042597181	1.46427539402394	3.28472588389153	0	1.78133118580873	0.607220395625641
Ap1g1	-0.197875053246478	1.89960051116619	3.12642584129435	0	1.78125450804923	0.607220395625641
Heatr1	-3.24515087324224	-1.62257543662112	0.158300042597181	0	-1.78116941389047	-0.607220395625641
Peg10	-3.44302592648871	-1.62257543662112	0.158300042597181	0	-1.78108946085625	-0.607220395625641
Rassf6	-3.44302592648871	-1.66215044727042	0.158300042597181	0	-1.78105611045989	-0.607220395625641
Lass6	-0.197875053246478	1.86002550051689	3.482600937138	0	1.78051122436627	0.606674963028192
Pten	-0.118725031947887	1.18725031947887	2.57237569220421	0	1.78000644275512	0.606514502005894
Mgea5	-0.118725031947887	1.18725031947887	2.57237569220421	0	1.77983518096641	0.606514502005894
Spint2	-3.04727581999576	-1.38512537272535	0.118725031947887	0	-1.77970298617583	-0.606514502005894
Phf10	-3.24515087324224	-1.58300042597182	0.158300042597181	0	-1.77924437127671	-0.60612262157811
Gprc5c	-0.197875053246478	1.8204504898676	3.482600937138	0	1.77855771992058	0.60605874427857
Zwilch	-3.28472588389154	-1.54342541532253	0.158300042597181	0	-1.77834184433426	-0.60605874427857
Folr1	-4.19495112882532	-2.57237569220421	0.277025074545068	0	-1.77827615695635	-0.60605874427857
Olr1	-0.237450063895775	2.05790055376337	3.44302592648871	0	1.7782524206449	0.60605874427857
Chpt1	-0.158300042597181	1.34555036207605	2.92855078804787	0	1.77793635450039	0.605920736664343
Gm4987	-2.45365066025633	-1.14767530882957	0.0791500212985904	0	-1.77728173903462	-0.605177837230664
Hck	-0.277025074545068	2.29535061765914	3.6013259690859	0	1.77684844317093	0.604935307679995
Zfp719	-0.197875053246478	1.58300042597182	3.482600937138	0	1.77666877776112	0.604935307679995
Nfib	-0.158300042597181	1.38512537272535	3.04727581999576	0	1.7755523239526	0.604389704949821
Glipr2	-0.158300042597181	1.26640034077746	2.7306757348014	0	1.77534182415507	0.604389704949821
Sarnp	-2.57237569220421	-1.22682533012817	0.118725031947887	0	-1.77521763488737	-0.604389704949821
Glb1l	-0.197875053246478	1.7808754792183	3.44302592648871	0	1.77505678444686	0.604389704949821
Ass1	-3.24515087324224	-1.7808754792183	0.158300042597181	0	-1.77489159942311	-0.604389704949821
Rpusd1	-0.197875053246478	1.58300042597182	3.32430089454081	0	1.77347659369297	0.604389704949821
Rnf17	-3.44302592648871	-1.8204504898676	0.158300042597181	0	-1.77341842160142	-0.604389704949821
Med16	-0.197875053246478	1.93917552181549	3.72005100103379	0	1.77324036019883	0.604389704949821
Chrnb2	-4.5115512140197	-2.61195070285351	0.435325117142251	0	-1.7728791388282	-0.604389704949821
Gm10941	-0.237450063895775	1.93917552181549	3.32430089454081	0	1.77274739412006	0.604389704949821
Pdgfrl	-0.197875053246478	1.89960051116619	3.79920102233238	0	1.77266559892812	0.604389704949821
Sh3gl3	-4.23452613947462	-2.7306757348014	0.316600085194365	0	-1.77231632670928	-0.604389704949821
Rbpms2	-2.7306757348014	-1.30597535142675	0.118725031947887	0	-1.77166480788794	-0.604389704949821
Pcdhga1	-0.158300042597181	1.18725031947887	2.80982575609999	0	1.77154655155405	0.604389704949821
Kpna4	-0.158300042597181	1.22682533012817	2.80982575609999	0	1.77133099386818	0.604389704949821
Baiap3	-3.6013259690859	-2.13705057506196	0.197875053246478	0	-1.77073483760562	-0.604389704949821
Penk	-5.5009264802521	-3.5617509584366	0.316600085194365	0	-1.77061150424057	-0.604389704949821
Zfp871	-0.158300042597181	1.30597535142675	2.84940076674929	0	1.77024212485807	0.604389704949821
Ppp1r12a	-0.158300042597181	1.34555036207605	3.08685083064506	0	1.76970450008111	0.604389704949821
Zbtb44	-3.32430089454081	-1.70172545791971	0.158300042597181	0	-1.76928281603966	-0.604389704949821
Snrnp25	-2.92855078804787	-1.42470038337464	0.118725031947887	0	-1.76896409121193	-0.604389704949821
Pbx2	-0.158300042597181	1.42470038337464	3.12642584129435	0	1.76855767823298	0.604389704949821
Lsm2	-2.65152571350281	-1.22682533012817	0.118725031947887	0	-1.7682452484785	-0.604389704949821
Usp47	-0.158300042597181	1.26640034077746	2.7306757348014	0	1.7681837771462	0.604389704949821
Gprc5b	-0.237450063895775	1.93917552181549	3.16600085194365	0	1.76796304978412	0.604389704949821
E4f1	-0.197875053246478	1.54342541532253	3.68047599038449	0	1.76786334859726	0.604389704949821
Pofut1	-0.158300042597181	1.22682533012817	2.84940076674929	0	1.76779897709626	0.604389704949821
Unc5a	-3.6013259690859	-1.8204504898676	0.197875053246478	0	-1.76779480612571	-0.604389704949821
Zc3h7a	-0.197875053246478	1.70172545791971	3.482600937138	0	1.76723473926258	0.604389704949821
Rangrf	-3.16600085194365	-1.54342541532253	0.158300042597181	0	-1.76718080225129	-0.604389704949821
Spnb1	-4.35325117142251	-2.57237569220421	0.35617509584366	0	-1.76713723929786	-0.604389704949821
Trip10	-0.158300042597181	1.38512537272535	2.92855078804787	0	1.76689132651055	0.604389704949821
Rap2c	-0.158300042597181	1.22682533012817	2.6911007241521	0	1.76662528378896	0.604389704949821
9030418K01Rik	-0.237450063895775	1.93917552181549	3.20557586259294	0	1.76651642505673	0.604389704949821
Ccdc112	-0.197875053246478	1.62257543662112	3.87835104363098	0	1.76634124339987	0.604389704949821
Egln1	-0.158300042597181	1.34555036207605	3.00770080934646	0	1.76631278111556	0.604389704949821
Tnnt2	-0.237450063895775	1.89960051116619	3.28472588389153	0	1.76597031241116	0.604389704949821
Adipor1	-0.158300042597181	1.38512537272535	2.96812579869717	0	1.76593298468551	0.604389704949821
Dusp19	-0.197875053246478	1.54342541532253	3.32430089454081	0	1.76576592295623	0.604389704949821
Gm347	-0.237450063895775	1.89960051116619	3.04727581999576	0	1.76575170582514	0.604389704949821
Samm50	-3.36387590519011	-1.66215044727042	0.158300042597181	0	-1.76532158556066	-0.604389704949821
1300018J18Rik	-0.237450063895775	1.86002550051689	3.40345091583941	0	1.76511540179794	0.604389704949821
r_RLTR28	-3.83877603298168	-1.97875053246478	0.197875053246478	0	-1.76489572479475	-0.604389704949821
Txnrd1	-0.158300042597181	1.18725031947887	2.61195070285351	0	1.76474738567993	0.604389704949821
Twsg1	-0.158300042597181	1.30597535142675	3.00770080934646	0	1.76444486758226	0.604389704949821
Fam69b	-0.197875053246478	1.46427539402394	3.5221759477873	0	1.76439889118277	0.604389704949821
A730008H23Rik	-4.23452613947462	-2.41407564960703	0.197875053246478	0	-1.76428515136028	-0.604389704949821
Tbc1d22a	-0.197875053246478	1.50385040467323	3.36387590519011	0	1.76423380048792	0.604389704949821
C430048L16Rik	-3.28472588389154	-1.58300042597182	0.158300042597181	0	-1.76421559358402	-0.604389704949821
Ctnnal1	-2.88897577739858	-1.38512537272535	0.118725031947887	0	-1.76417680020239	-0.604389704949821
Cdkl1	-0.237450063895775	1.97875053246478	3.28472588389153	0	1.76412054766462	0.604389704949821
Pole	-4.03665108622817	-1.8204504898676	0.197875053246478	0	-1.76383059111565	-0.604389704949821
Slc16a13	-0.316600085194365	2.61195070285351	4.19495112882532	0	1.76371177809932	0.604389704949821
Grhl2	-3.75962601168309	-2.25577560700985	0.237450063895775	0	-1.76362747486176	-0.604389704949821
r_tRNA-Arg-CGA	-3.5617509584366	-2.09747556441266	0.237450063895775	0	-1.76331454190082	-0.604247925600978
r_L1MC4a	-0.158300042597181	1.22682533012817	2.84940076674929	0	1.762682033275	0.60353791392115
Ggnbp2	-0.158300042597181	1.18725031947887	2.61195070285351	0	1.76148301211694	0.603164330090821
Zfp46	-0.197875053246478	1.62257543662112	3.5617509584366	0	1.76136854079744	0.603164330090821
Enox2	-0.197875053246478	1.66215044727041	3.5221759477873	0	1.76123504187073	0.603164330090821
Celf2	-0.158300042597181	1.26640034077746	2.77025074545069	0	1.76104211051748	0.603164330090821
Selp	-0.237450063895775	1.7808754792183	3.64090097973519	0	1.76075129366499	0.603164330090821
Pdcd6ip	-0.158300042597181	1.26640034077746	2.84940076674929	0	1.76038932240192	0.603164330090821
Dcaf12	-2.57237569220421	-1.22682533012817	0.118725031947887	0	-1.76012953587956	-0.603164330090821
Cblb	-0.197875053246478	1.54342541532253	3.5617509584366	0	1.76006430766907	0.603164330090821
Lrig3	-0.197875053246478	1.46427539402394	3.28472588389153	0	1.75976025622819	0.603164330090821
Tmem191c	-3.44302592648871	-1.89960051116619	0.197875053246478	0	-1.7596144834723	-0.603164330090821
Scarf2	-0.158300042597181	1.30597535142675	3.12642584129435	0	1.75944659608476	0.603164330090821
Zranb3	-3.5617509584366	-1.70172545791971	0.197875053246478	0	-1.75923924789414	-0.603164330090821
Mrps16	-2.84940076674929	-1.34555036207605	0.118725031947887	0	-1.75916742239163	-0.603164330090821
Rragb	-3.44302592648871	-1.66215044727042	0.158300042597181	0	-1.75872366479555	-0.603164330090821
Zbtb37	-0.237450063895775	1.89960051116619	3.08685083064506	0	1.75861001257501	0.603164330090821
Far1	-0.237450063895775	3.32430089454081	5.34262643765491	0	1.75842690707734	0.603164330090821
Dpf1	-0.237450063895775	1.7808754792183	3.24515087324224	0	1.75816334998627	0.603164330090821
Zfp185	-0.237450063895775	2.01832554311408	3.5221759477873	0	1.75756044699367	0.603164330090821
Rcor3	-0.237450063895775	1.89960051116619	3.24515087324224	0	1.75740228574484	0.603164330090821
Sdr42e1	-0.237450063895775	1.97875053246478	3.28472588389153	0	1.75735801447552	0.603164330090821
Rai1	-0.158300042597181	1.22682533012817	2.88897577739858	0	1.75734520587327	0.603164330090821
Rnf157	-0.277025074545068	2.13705057506196	3.99707607557887	0	1.7570121186426	0.603164330090821
Thap11	-0.197875053246478	1.66215044727041	3.5617509584366	0	1.7569440824752	0.603164330090821
Fhl1	-0.197875053246478	1.58300042597182	3.40345091583941	0	1.75690517919464	0.603164330090821
Pde4a	-0.197875053246478	1.42470038337464	3.12642584129435	0	1.75663145277697	0.603088125317062
Osmr	-0.158300042597181	1.30597535142675	3.04727581999576	0	1.75629739628084	0.602904747323437
Mef2b	-3.64090097973519	-2.05790055376337	0.197875053246478	0	-1.75501898488702	-0.601438345613656
Furin	-0.158300042597181	1.22682533012817	2.80982575609999	0	1.75500974110513	0.601438345613656
Ppm1l	-0.197875053246478	1.66215044727041	3.40345091583941	0	1.75462221443261	0.601159669513594
r_ORR1A4	-2.7306757348014	-1.26640034077746	0.118725031947887	0	-1.7540907665099	-0.600625425216308
Prex1	-0.237450063895775	1.89960051116619	3.20557586259294	0	1.75381443533563	0.600543807617116
r_tRNA-Gly-GGA	-3.64090097973519	-1.8204504898676	0.237450063895775	0	-1.75320681817363	-0.600348884258153
r_MIR3	-0.158300042597181	1.30597535142675	2.80982575609999	0	1.75286087198804	0.600348884258153
Ssr1	-0.158300042597181	1.30597535142675	2.92855078804787	0	1.75239281346637	0.600348884258153
Map1lc3a	-0.158300042597181	1.18725031947887	2.6911007241521	0	1.75234533208408	0.600348884258153
Zfp459	-3.72005100103379	-2.17662558571126	0.237450063895775	0	-1.75225045656197	-0.600348884258153
Ppp2r3a	-0.197875053246478	1.58300042597182	3.482600937138	0	1.75221889968894	0.600348884258153
Gem	-0.316600085194365	2.29535061765914	3.64090097973519	0	1.75209471313949	0.600348884258153
Tmem87b	-0.237450063895775	1.74130046856901	3.72005100103379	0	1.75129788930018	0.599342714716356
r_MMERVK10C-int	-2.65152571350281	-1.22682533012817	0.118725031947887	0	-1.75003784989028	-0.597896576184439
Dhrs4	-0.197875053246478	1.34555036207605	3.32430089454081	0	1.74998806785637	0.597896576184439
Setd7	-0.158300042597181	1.22682533012817	2.88897577739858	0	1.74979436918257	0.597896576184439
Lrrc3b	-0.237450063895775	1.8204504898676	3.08685083064506	0	1.74932806733754	0.597476094305692
Srbd1	-3.04727581999576	-1.38512537272535	0.158300042597181	0	-1.74834168598166	-0.596132155259109
Fgfbp1	-4.07622609687743	-2.61195070285351	0.35617509584366	0	-1.74808170923601	-0.59612993212366
Slc26a6	-3.91792605428027	-2.21620059636055	0.277025074545068	0	-1.74788196203761	-0.59612993212366
Gm4535-Chr11	-3.16600085194365	-1.50385040467323	0.158300042597181	0	-1.74657519002512	-0.594590830303524
Pcyox1	-0.158300042597181	1.26640034077746	2.84940076674929	0	1.74655700405346	0.594590830303524
N4bp2	-4.31367616077322	-2.53280068155492	0.316600085194365	0	-1.74564466927096	-0.594030970326106
r_MER31-int	-4.15537611817603	-2.6911007241521	0.35617509584366	0	-1.74563038776317	-0.594030970326106
Dtwd1	-3.12642584129435	-1.46427539402394	0.158300042597181	0	-1.74552506653789	-0.594030970326106
Wrap53	-0.277025074545068	1.89960051116619	4.11580110752673	0	1.74532625976283	0.594030970326106
Ptgs2	-0.277025074545068	2.01832554311408	4.63027624596759	0	1.74457066023284	0.593095163424994
C2cd4b	-4.35325117142251	-2.57237569220421	0.514475138440843	0	-1.74388682555358	-0.592545164581016
Mvd	-3.08685083064506	-1.38512537272535	0.158300042597181	0	-1.74380385392519	-0.592545164581016
Usmg5	-0.158300042597181	1.14767530882957	2.41407564960703	0	1.74333630378403	0.592504727509316
Aes	-0.158300042597181	1.18725031947887	2.77025074545069	0	1.74331370838789	0.592504727509316
Hspg2	-0.158300042597181	1.18725031947887	2.80982575609999	0	1.74309596792615	0.592504727509316
r_L1VL4	-2.33492562830844	-1.10810029818028	0.118725031947887	0	-1.74247686375411	-0.592420391918609
Kcns3	-0.277025074545068	2.01832554311408	3.28472588389153	0	1.74243125382916	0.592420391918609
r_IAPLTR2a	-2.96812579869717	-1.42470038337464	0.158300042597181	0	-1.74236416070134	-0.592420391918609
Gpr162	-4.03665108622817	-2.57237569220421	0.35617509584366	0	-1.74134709773061	-0.591019102066278
Slc39a14	-0.197875053246478	1.42470038337464	3.16600085194365	0	1.74045446577404	0.59023350498717
Qtrtd1	-0.197875053246478	1.46427539402394	3.5221759477873	0	1.74027928877677	0.59023350498717
Camk2a	-3.44302592648871	-1.66215044727042	0.197875053246478	0	-1.74013091338828	-0.59023350498717
Pygo1	-0.237450063895775	1.89960051116619	3.16600085194365	0	1.7399936271616	0.59023350498717
Commd3	-0.158300042597181	1.18725031947887	2.80982575609999	0	1.73967236698006	0.590067141842699
Mtr	-0.277025074545068	1.93917552181549	3.72005100103379	0	1.73930990852675	0.589827469587461
Abi3bp	-0.277025074545068	1.97875053246478	3.32430089454081	0	1.73875898290548	0.589663144862789
Slc27a3	-0.237450063895775	1.8204504898676	3.91792605428027	0	1.73853955414025	0.589663144862789
Cul1	-0.158300042597181	1.18725031947887	2.53280068155492	0	1.73853535013687	0.589663144862789
Pfn4	-4.11580110752673	-2.6911007241521	0.35617509584366	0	-1.7369405203544	-0.587797330045397
AI428936	-4.03665108622817	-2.45365066025633	0.316600085194365	0	-1.73686533504425	-0.587797330045397
Ppp6r2	-0.277025074545068	1.93917552181549	3.40345091583941	0	1.73665423564796	0.587797330045397
Zfp760	-0.237450063895775	1.7808754792183	3.40345091583941	0	1.73657644971622	0.587797330045397
r_Lx9	-2.53280068155492	-1.14767530882957	0.118725031947887	0	-1.73594907359126	-0.587778402230132
Ranbp17	-4.19495112882532	-2.09747556441266	0.277025074545068	0	-1.73593783238816	-0.587778402230132
Dhx37	-3.6013259690859	-1.58300042597182	0.197875053246478	0	-1.73588534392497	-0.587778402230132
Mppe1	-0.277025074545068	2.01832554311408	3.64090097973519	0	1.73498965113435	0.586818452137411
Zcchc11	-0.237450063895775	1.50385040467323	3.20557586259294	0	1.73467927726039	0.586818452137411
Fam171a1	-0.197875053246478	1.30597535142675	2.88897577739858	0	1.73456511911623	0.586818452137411
Acvr1	-0.197875053246478	1.50385040467323	3.83877603298168	0	1.73443866373366	0.586818452137411
Serinc3	-0.158300042597181	1.18725031947887	2.6911007241521	0	1.73394857222099	0.586495599137288
Mn1	-0.197875053246478	1.46427539402394	3.28472588389153	0	1.73327965857565	0.586495599137288
Gpx6	-4.23452613947462	-2.45365066025633	0.35617509584366	0	-1.73317781527535	-0.586495599137288
Dnajc13	-0.158300042597181	1.18725031947887	2.65152571350281	0	1.73307969499837	0.586495599137288
