"gene_short_name" "biotype" "num_cells_expressed" "use_for_ordering"
"ENSG00000129152.3" "MYOD1" "protein_coding" 58 FALSE
"ENSG00000129158.5" "SERGEF" "protein_coding" 78 FALSE
"ENSG00000129159.6" "KCNC1" "protein_coding" 1 FALSE
"ENSG00000129167.5" "TPH1" "protein_coding" 33 FALSE
"ENSG00000129170.4" "CSRP3" "protein_coding" 0 FALSE
"ENSG00000129173.8" "E2F8" "protein_coding" 11 FALSE
"ENSG00000129187.10" "DCTD" "protein_coding" 233 FALSE
"ENSG00000129194.3" "SOX15" "protein_coding" 19 FALSE
"ENSG00000129195.10" "FAM64A" "protein_coding" 54 TRUE
"ENSG00000129197.10" "RPAIN" "protein_coding" 305 FALSE
"ENSG00000129204.12" "USP6" "protein_coding" 32 FALSE
"ENSG00000129214.10" "SHBG" "protein_coding" 3 FALSE
"ENSG00000129219.9" "PLD2" "protein_coding" 42 FALSE
"ENSG00000129221.10" "AIPL1" "protein_coding" 1 FALSE
"ENSG00000129226.9" "CD68" "protein_coding" 71 FALSE
"ENSG00000129235.6" "TXNDC17" "protein_coding" 314 FALSE
"ENSG00000129244.4" "ATP1B2" "protein_coding" 0 FALSE
"ENSG00000129245.7" "FXR2" "protein_coding" 100 FALSE
"ENSG00000129250.7" "KIF1C" "protein_coding" 116 FALSE
"ENSG00000129255.10" "MPDU1" "protein_coding" 218 FALSE
"ENSG00000129270.11" "MMP28" "protein_coding" 1 FALSE
"ENSG00000129277.9" "CCL4" "protein_coding" 0 FALSE
"ENSG00000129282.8" "MRM1" "protein_coding" 6 FALSE
"ENSG00000129292.15" "PHF20L1" "protein_coding" 272 FALSE
"ENSG00000129295.4" "LRRC6" "protein_coding" 13 FALSE
"ENSG00000129315.5" "CCNT1" "protein_coding" 202 FALSE
"ENSG00000129317.10" "PUS7L" "protein_coding" 206 FALSE
"ENSG00000129347.15" "KRI1" "protein_coding" 138 FALSE
"ENSG00000129351.13" "ILF3" "protein_coding" 296 FALSE
"ENSG00000129353.10" "SLC44A2" "protein_coding" 242 FALSE
"ENSG00000129354.7" "AP1M2" "protein_coding" 10 FALSE
"ENSG00000129355.6" "CDKN2D" "protein_coding" 37 FALSE
"ENSG00000129422.9" "MTUS1" "protein_coding" 26 FALSE
"ENSG00000129437.5" "KLK14" "protein_coding" 0 FALSE
"ENSG00000129450.4" "SIGLEC9" "protein_coding" 0 FALSE
"ENSG00000129451.7" "KLK10" "protein_coding" 0 FALSE
"ENSG00000129455.11" "KLK8" "protein_coding" 0 FALSE
"ENSG00000129460.11" "NGDN" "protein_coding" 266 FALSE
"ENSG00000129465.11" "RIPK3" "protein_coding" 0 FALSE
"ENSG00000129467.9" "ADCY4" "protein_coding" 2 FALSE
"ENSG00000129472.8" "RAB2B" "protein_coding" 112 FALSE
"ENSG00000129473.5" "BCL2L2" "protein_coding" 65 FALSE
"ENSG00000129474.11" "AJUBA" "protein_coding" 176 TRUE
"ENSG00000129480.8" "DTD2" "protein_coding" 117 FALSE
"ENSG00000129484.9" "PARP2" "protein_coding" 170 FALSE
"ENSG00000129493.10" "HEATR5A" "protein_coding" 250 FALSE
"ENSG00000129514.4" "FOXA1" "protein_coding" 1 FALSE
"ENSG00000129515.14" "SNX6" "protein_coding" 330 FALSE
"ENSG00000129518.4" "EAPP" "protein_coding" 294 FALSE
"ENSG00000129521.9" "EGLN3" "protein_coding" 68 TRUE
"ENSG00000129534.9" "MIS18BP1" "protein_coding" 167 FALSE
"ENSG00000129535.8" "NRL" "protein_coding" 4 FALSE
"ENSG00000129538.9" "RNASE1" "protein_coding" 0 FALSE
"ENSG00000129559.8" "NEDD8" "protein_coding" 334 FALSE
"ENSG00000129562.6" "DAD1" "protein_coding" 338 FALSE
"ENSG00000129566.8" "TEP1" "protein_coding" 74 FALSE
"ENSG00000129595.8" "EPB41L4A" "protein_coding" 10 FALSE
"ENSG00000129596.4" "CDO1" "protein_coding" 0 FALSE
"ENSG00000129625.8" "REEP5" "protein_coding" 328 FALSE
"ENSG00000129636.8" "ITFG1" "protein_coding" 216 FALSE
"ENSG00000129646.9" "QRICH2" "protein_coding" 6 FALSE
"ENSG00000129654.7" "FOXJ1" "protein_coding" 0 FALSE
"ENSG00000129657.9" "SEC14L1" "protein_coding" 243 FALSE
"ENSG00000129667.8" "RHBDF2" "protein_coding" 41 FALSE
"ENSG00000129673.5" "AANAT" "protein_coding" 0 FALSE
"ENSG00000129675.11" "ARHGEF6" "protein_coding" 140 FALSE
"ENSG00000129680.11" "MAP7D3" "protein_coding" 227 FALSE
"ENSG00000129682.9" "FGF13" "protein_coding" 3 FALSE
"ENSG00000129691.11" "ASH2L" "protein_coding" 120 FALSE
"ENSG00000129696.8" "TTI2" "protein_coding" 218 FALSE
"ENSG00000129744.2" "ART1" "protein_coding" 1 FALSE
"ENSG00000129749.3" "CHRNA10" "protein_coding" 5 FALSE
"ENSG00000129757.8" "CDKN1C" "protein_coding" 179 TRUE
"ENSG00000129810.10" "SGOL1" "protein_coding" 56 TRUE
"ENSG00000129816.5" "TTTY1B" "lincRNA" 0 FALSE
"ENSG00000129824.9" "RPS4Y1" "protein_coding" 0 FALSE
"ENSG00000129845.5" "TTTY1" "lincRNA" 0 FALSE
"ENSG00000129862.6" "VCY1B" "protein_coding" 0 FALSE
"ENSG00000129864.6" "VCY" "protein_coding" 0 FALSE
"ENSG00000129873.6" "CDY2B" "protein_coding" 0 FALSE
"ENSG00000129910.3" "CDH15" "protein_coding" 130 FALSE
"ENSG00000129911.4" "KLF16" "protein_coding" 9 FALSE
"ENSG00000129925.6" "TMEM8A" "protein_coding" 90 FALSE
"ENSG00000129932.3" "DOHH" "protein_coding" 6 FALSE
"ENSG00000129933.14" "MAU2" "protein_coding" 126 FALSE
"ENSG00000129946.5" "SHC2" "protein_coding" 2 FALSE
"ENSG00000129951.13" "LPPR3" "protein_coding" 1 FALSE
"ENSG00000129965.9" "INS-IGF2" "protein_coding" 0 FALSE
"ENSG00000129968.11" "ABHD17A" "protein_coding" 7 FALSE
"ENSG00000129988.5" "LBP" "protein_coding" 0 FALSE
"ENSG00000129990.10" "SYT5" "protein_coding" 1 FALSE
"ENSG00000129991.8" "TNNI3" "protein_coding" 0 FALSE
"ENSG00000129993.10" "CBFA2T3" "protein_coding" 1 FALSE
"ENSG00000130005.7" "GAMT" "protein_coding" 147 FALSE
"ENSG00000130021.9" "HDHD1" "protein_coding" 120 FALSE
"ENSG00000130023.11" "C6orf70" "protein_coding" 127 FALSE
"ENSG00000130024.10" "PHF10" "protein_coding" 163 FALSE
"ENSG00000130032.11" "PRRG3" "protein_coding" 1 FALSE
"ENSG00000130035.2" "GALNT8,KCNA6" "protein_coding" 0 FALSE
"ENSG00000130037.3" "KCNA5" "protein_coding" 0 FALSE
"ENSG00000130038.5" "EFCAB4B" "protein_coding" 31 FALSE
"ENSG00000130045.11" "NXNL2" "protein_coding" 4 FALSE
"ENSG00000130052.9" "STARD8" "protein_coding" 86 FALSE
"ENSG00000130054.4" "FAM155B" "protein_coding" 0 FALSE
"ENSG00000130055.9" "GDPD2" "protein_coding" 0 FALSE
"ENSG00000130066.12" "SAT1" "protein_coding" 303 FALSE
"ENSG00000130119.11" "GNL3L" "protein_coding" 140 FALSE
"ENSG00000130147.11" "SH3BP4" "protein_coding" 101 FALSE
"ENSG00000130150.7" "MOSPD2" "protein_coding" 160 FALSE
"ENSG00000130158.9" "DOCK6" "protein_coding" 93 FALSE
"ENSG00000130159.9" "ECSIT" "protein_coding" 60 FALSE
"ENSG00000130164.7" "LDLR" "protein_coding" 197 FALSE
"ENSG00000130165.6" "ELOF1" "protein_coding" 205 FALSE
"ENSG00000130167.9" "TSPAN16" "protein_coding" 0 FALSE
"ENSG00000130173.9" "C19orf80" "protein_coding" 0 FALSE
"ENSG00000130175.5" "PRKCSH" "protein_coding" 223 FALSE
"ENSG00000130176.3" "CNN1" "protein_coding" 4 FALSE
"ENSG00000130177.10" "CDC16" "protein_coding" 199 FALSE
"ENSG00000130182.3" "ZSCAN10" "protein_coding" 0 FALSE
"ENSG00000130193.7" "THEM6" "protein_coding" 6 FALSE
"ENSG00000130201.3" "EXOC3L2" "protein_coding" 0 FALSE
"ENSG00000130202.5" "PVRL2" "protein_coding" 144 FALSE
"ENSG00000130203.5" "APOE" "protein_coding" 75 TRUE
"ENSG00000130204.8" "TOMM40" "protein_coding" 48 FALSE
"ENSG00000130208.5" "APOC1" "protein_coding" 121 TRUE
"ENSG00000130222.6" "GADD45G" "protein_coding" 29 FALSE
"ENSG00000130224.10" "LRCH2" "protein_coding" 10 FALSE
"ENSG00000130226.12" "DPP6" "protein_coding" 0 FALSE
"ENSG00000130227.12" "XPO7" "protein_coding" 145 FALSE
"ENSG00000130234.6" "ACE2" "protein_coding" 0 FALSE
"ENSG00000130244.8" "FAM98C" "protein_coding" 32 FALSE
"ENSG00000130254.7" "SAFB2" "protein_coding" 191 FALSE
"ENSG00000130255.8" "RPL36" "protein_coding" 350 FALSE
"ENSG00000130270.11" "ATP8B3" "protein_coding" 27 FALSE
"ENSG00000130283.7" "CERS1" "protein_coding" 0 FALSE
"ENSG00000130287.7" "NCAN" "protein_coding" 0 FALSE
"ENSG00000130294.10" "KIF1A" "protein_coding" 2 FALSE
"ENSG00000130299.12" "GTPBP3" "protein_coding" 29 FALSE
"ENSG00000130300.4" "PLVAP" "protein_coding" 0 FALSE
"ENSG00000130303.8" "BST2" "protein_coding" 9 FALSE
"ENSG00000130304.12" "SLC27A1" "protein_coding" 37 FALSE
"ENSG00000130305.12" "NSUN5" "protein_coding" 53 FALSE
"ENSG00000130307.7" "USHBP1" "protein_coding" 2 FALSE
"ENSG00000130309.6" "COLGALT1" "protein_coding" 344 FALSE
"ENSG00000130311.6" "DDA1" "protein_coding" 119 FALSE
"ENSG00000130312.2" "MRPL34" "protein_coding" 185 FALSE
"ENSG00000130313.2" "PGLS" "protein_coding" 118 FALSE
"ENSG00000130332.9" "LSM7" "protein_coding" 280 FALSE
"ENSG00000130338.8" "TULP4" "protein_coding" 318 FALSE
"ENSG00000130340.10" "SNX9" "protein_coding" 148 FALSE
"ENSG00000130347.8" "RTN4IP1" "protein_coding" 47 FALSE
"ENSG00000130348.7" "QRSL1" "protein_coding" 121 FALSE
"ENSG00000130349.5" "C6orf203" "protein_coding" 232 FALSE
"ENSG00000130363.6" "RSPH3" "protein_coding" 35 FALSE
"ENSG00000130368.4" "MAS1" "protein_coding" 0 FALSE
"ENSG00000130377.9" "ACSBG2" "protein_coding" 0 FALSE
"ENSG00000130382.7" "MLLT1" "protein_coding" 11 FALSE
"ENSG00000130383.6" "FUT5" "protein_coding" 68 FALSE
"ENSG00000130385.5" "BMP15" "protein_coding" 0 FALSE
"ENSG00000130396.16" "MLLT4" "protein_coding" 104 FALSE
"ENSG00000130402.7" "ACTN4" "protein_coding" 330 FALSE
"ENSG00000130413.11" "STK33" "protein_coding" 24 FALSE
"ENSG00000130414.7" "NDUFA10" "protein_coding" 306 FALSE
"ENSG00000130427.2" "EPO" "protein_coding" 0 FALSE
"ENSG00000130429.8" "ARPC1B" "protein_coding" 273 FALSE
"ENSG00000130433.3" "CACNG6" "protein_coding" 1 FALSE
"ENSG00000130449.5" "ZSWIM6" "protein_coding" 202 FALSE
"ENSG00000130475.10" "FCHO1" "protein_coding" 6 FALSE
"ENSG00000130477.10" "UNC13A" "protein_coding" 2 FALSE
"ENSG00000130479.6" "MAP1S" "protein_coding" 88 FALSE
"ENSG00000130487.4" "KLHDC7B" "protein_coding" 0 FALSE
"ENSG00000130489.8" "SCO2" "protein_coding" 128 FALSE
"ENSG00000130508.6" "PXDN" "protein_coding" 333 TRUE
"ENSG00000130511.9" "SSBP4" "protein_coding" 25 FALSE
"ENSG00000130513.5" "GDF15" "protein_coding" 44 FALSE
"ENSG00000130517.7" "PGPEP1" "protein_coding" 75 FALSE
"ENSG00000130518.10" "KIAA1683" "protein_coding" 36 FALSE
"ENSG00000130520.4" "LSM4" "protein_coding" 210 FALSE
"ENSG00000130522.4" "JUND" "protein_coding" 311 TRUE
"ENSG00000130528.7" "HRC" "protein_coding" 37 FALSE
"ENSG00000130529.11" "TRPM4" "protein_coding" 75 FALSE
"ENSG00000130538.4" "OR11H1" "protein_coding" 0 FALSE
"ENSG00000130540.9" "SULT4A1" "protein_coding" 5 FALSE
"ENSG00000130544.7" "ZNF557" "protein_coding" 59 FALSE
"ENSG00000130545.11" "CRB3" "protein_coding" 0 FALSE
"ENSG00000130558.14" "OLFM1" "protein_coding" 25 FALSE
"ENSG00000130559.14" "CAMSAP1" "protein_coding" 144 FALSE
"ENSG00000130560.4" "UBAC1" "protein_coding" 153 FALSE
"ENSG00000130561.12" "SAG" "protein_coding" 15 FALSE
"ENSG00000130584.6" "ZBTB46" "protein_coding" 26 FALSE
"ENSG00000130589.11" "HELZ2" "protein_coding" 15 FALSE
"ENSG00000130590.9" "SAMD10" "protein_coding" 5 FALSE
"ENSG00000130592.9" "LSP1" "protein_coding" 306 FALSE
"ENSG00000130595.12" "TNNT3" "protein_coding" 85 TRUE
"ENSG00000130598.11" "TNNI2" "protein_coding" 18 FALSE
"ENSG00000130600.10" "H19" "processed_transcript" 316 FALSE
"ENSG00000130612.10" "CYP2G1P" "pseudogene" 0 FALSE
"ENSG00000130635.11" "COL5A1" "protein_coding" 284 FALSE
"ENSG00000130638.11" "ATXN10" "protein_coding" 322 FALSE
"ENSG00000130640.9" "TUBGCP2" "protein_coding" 203 FALSE
"ENSG00000130643.4" "CALY" "protein_coding" 0 FALSE
"ENSG00000130649.5" "CYP2E1" "protein_coding" 1 FALSE
"ENSG00000130653.10" "PNPLA7" "protein_coding" 4 FALSE
"ENSG00000130656.4" "HBZ" "protein_coding" 1 FALSE
"ENSG00000130669.13" "PAK4" "protein_coding" 49 FALSE
"ENSG00000130675.10" "MNX1" "protein_coding" 0 FALSE
"ENSG00000130684.9" "ZNF337" "protein_coding" 57 FALSE
"ENSG00000130695.9" "CEP85" "protein_coding" 59 FALSE
"ENSG00000130699.11" "TAF4" "protein_coding" 18 FALSE
"ENSG00000130700.6" "GATA5" "protein_coding" 0 FALSE
"ENSG00000130701.3" "RBBP8NL" "protein_coding" 0 FALSE
"ENSG00000130702.9" "LAMA5" "protein_coding" 151 FALSE
"ENSG00000130703.11" "OSBPL2" "protein_coding" 124 FALSE
"ENSG00000130706.8" "ADRM1" "protein_coding" 272 FALSE
"ENSG00000130707.13" "ASS1" "protein_coding" 248 FALSE
"ENSG00000130711.3" "PRDM12" "protein_coding" 0 FALSE
"ENSG00000130713.11" "EXOSC2" "protein_coding" 175 FALSE
"ENSG00000130714.11" "POMT1" "protein_coding" 83 FALSE
"ENSG00000130717.8" "UCK1" "protein_coding" 50 FALSE
"ENSG00000130720.8" "FIBCD1" "protein_coding" 21 FALSE
"ENSG00000130723.13" "PRRC2B" "protein_coding" 219 FALSE
"ENSG00000130724.4" "CHMP2A" "protein_coding" 304 FALSE
"ENSG00000130725.3" "UBE2M" "protein_coding" 119 FALSE
"ENSG00000130726.7" "TRIM28" "protein_coding" 183 FALSE
"ENSG00000130731.11" "C16orf13" "protein_coding" 204 FALSE
"ENSG00000130733.6" "YIPF2" "protein_coding" 114 FALSE
"ENSG00000130734.5" "ATG4D" "protein_coding" 16 FALSE
"ENSG00000130741.5" "EIF2S3" "protein_coding" 364 TRUE
"ENSG00000130748.6" "TMEM160" "protein_coding" 37 FALSE
"ENSG00000130749.5" "ZC3H4" "protein_coding" 308 FALSE
"ENSG00000130751.5" "NPAS1" "protein_coding" 3 FALSE
"ENSG00000130755.8" "GMFG" "protein_coding" 19 FALSE
"ENSG00000130758.3" "MAP3K10" "protein_coding" 5 FALSE
"ENSG00000130762.10" "ARHGEF16" "protein_coding" 1 FALSE
"ENSG00000130764.5" "LRRC47" "protein_coding" 157 FALSE
"ENSG00000130766.4" "SESN2" "protein_coding" 50 FALSE
"ENSG00000130768.10" "SMPDL3B" "protein_coding" 0 FALSE
"ENSG00000130770.13" "ATPIF1" "protein_coding" 329 FALSE
"ENSG00000130772.9" "MED18" "protein_coding" 102 FALSE
"ENSG00000130775.11" "THEMIS2" "protein_coding" 55 FALSE
"ENSG00000130779.15" "CLIP1" "protein_coding" 254 FALSE
"ENSG00000130783.9" "CCDC62" "protein_coding" 4 FALSE
"ENSG00000130787.9" "HIP1R" "protein_coding" 26 FALSE
"ENSG00000130803.10" "ZNF317" "protein_coding" 115 FALSE
"ENSG00000130810.15" "PPAN" "protein_coding" 40 FALSE
"ENSG00000130811.6" "EIF3G" "protein_coding" 314 FALSE
"ENSG00000130812.6" "ANGPTL6" "protein_coding" 16 FALSE
"ENSG00000130813.13" "C19orf66" "protein_coding" 103 FALSE
"ENSG00000130816.10" "DNMT1" "protein_coding" 290 FALSE
"ENSG00000130818.6" "ZNF426" "protein_coding" 104 FALSE
"ENSG00000130821.11" "SLC6A8" "protein_coding" 55 FALSE
"ENSG00000130822.10" "PNCK" "protein_coding" 0 FALSE
"ENSG00000130826.11" "DKC1" "protein_coding" 293 FALSE
"ENSG00000130827.5" "PLXNA3" "protein_coding" 53 FALSE
"ENSG00000130829.12" "DUSP9" "protein_coding" 0 FALSE
"ENSG00000130830.9" "MPP1" "protein_coding" 81 FALSE
"ENSG00000130844.12" "ZNF331" "protein_coding" 70 FALSE
"ENSG00000130856.11" "ZNF236" "protein_coding" 100 FALSE
"ENSG00000130876.6" "SLC7A10" "protein_coding" 5 FALSE
"ENSG00000130881.9" "LRP3" "protein_coding" 4 FALSE
"ENSG00000130921.3" "C12orf65" "protein_coding" 199 FALSE
"ENSG00000130935.5" "NOL11" "protein_coding" 253 FALSE
"ENSG00000130939.14" "UBE4B" "protein_coding" 151 FALSE
"ENSG00000130940.10" "CASZ1" "protein_coding" 20 FALSE
"ENSG00000130943.5" "PKDREJ" "protein_coding" 1 FALSE
"ENSG00000130948.5" "HSD17B3" "protein_coding" 2 FALSE
"ENSG00000130950.9" "NUTMF" "protein_coding" 1 FALSE
"ENSG00000130956.9" "HABP4" "protein_coding" 83 FALSE
"ENSG00000130957.4" "FBP2" "protein_coding" 0 FALSE
"ENSG00000130958.7" "SLC35D2" "protein_coding" 66 FALSE
"ENSG00000130962.13" "PRRG1" "protein_coding" 109 FALSE
"ENSG00000130985.12" "UBA1" "protein_coding" 327 FALSE
"ENSG00000130988.8" "RGN" "protein_coding" 4 FALSE
"ENSG00000130997.12" "POLN" "protein_coding" 22 FALSE
"ENSG00000131002.7" "TXLNG2P" "pseudogene" 0 FALSE
"ENSG00000131007.5" "TTTY9B" "antisense" 0 FALSE
"ENSG00000131009.4" "TTTY9A" "processed_transcript" 0 FALSE
"ENSG00000131013.3" "PPIL4" "protein_coding" 307 FALSE
"ENSG00000131015.4" "ULBP2" "protein_coding" 79 FALSE
"ENSG00000131016.12" "AKAP12" "protein_coding" 287 FALSE
"ENSG00000131018.17" "SYNE1" "protein_coding" 311 FALSE
"ENSG00000131019.5" "ULBP3" "protein_coding" 21 FALSE
"ENSG00000131023.8" "LATS1" "protein_coding" 131 FALSE
"ENSG00000131037.10" "EPS8L1" "protein_coding" 65 FALSE
"ENSG00000131042.9" "LILRB2" "protein_coding" 0 FALSE
"ENSG00000131043.7" "AAR2" "protein_coding" 138 FALSE
"ENSG00000131044.12" "TTLL9" "protein_coding" 0 FALSE
"ENSG00000131050.6" "BPIFA2" "protein_coding" 0 FALSE
"ENSG00000131051.15" "RBM39" "protein_coding" 354 TRUE
"ENSG00000131055.4" "COX4I2" "protein_coding" 1 FALSE
"ENSG00000131059.7" "BPIFA3" "protein_coding" 0 FALSE
"ENSG00000131061.9" "ZNF341" "protein_coding" 17 FALSE
"ENSG00000131067.12" "GGT7" "protein_coding" 13 FALSE
"ENSG00000131068.3" "DEFB118" "protein_coding" 0 FALSE
"ENSG00000131069.15" "ACSS2" "protein_coding" 65 FALSE
"ENSG00000131080.10" "EDA2R" "protein_coding" 125 FALSE
"ENSG00000131089.9" "ARHGEF9" "protein_coding" 73 FALSE
"ENSG00000131094.3" "C1QL1" "protein_coding" 0 FALSE
"ENSG00000131095.7" "GFAP" "protein_coding" 0 FALSE
"ENSG00000131096.6" "PYY" "protein_coding" 0 FALSE
"ENSG00000131097.2" "HIGD1B" "protein_coding" 1 FALSE
"ENSG00000131100.8" "ATP6V1E1" "protein_coding" 301 FALSE
"ENSG00000131115.11" "ZNF227" "protein_coding" 61 FALSE
"ENSG00000131116.7" "ZNF428" "protein_coding" 39 FALSE
"ENSG00000131126.14" "TEX101" "protein_coding" 29 FALSE
"ENSG00000131127.9" "ZNF141" "protein_coding" 126 FALSE
"ENSG00000131142.9" "CCL25" "protein_coding" 0 FALSE
"ENSG00000131143.4" "COX4I1" "protein_coding" 336 FALSE
"ENSG00000131148.4" "EMC8" "protein_coding" 136 FALSE
"ENSG00000131149.13" "GSE1" "protein_coding" 161 FALSE
"ENSG00000131153.4" "GINS2" "protein_coding" 82 TRUE
"ENSG00000131165.10" "CHMP1A" "protein_coding" 128 FALSE
"ENSG00000131171.8" "SH3BGRL" "protein_coding" 316 FALSE
"ENSG00000131174.4" "COX7B" "protein_coding" 331 FALSE
"ENSG00000131183.6" "SLC34A1" "protein_coding" 0 FALSE
"ENSG00000131187.5" "F12" "protein_coding" 2 FALSE
"ENSG00000131188.7" "PRR7" "protein_coding" 0 FALSE
"ENSG00000131196.13" "NFATC1" "protein_coding" 13 FALSE
"ENSG00000131203.8" "IDO1" "protein_coding" 0 FALSE
"ENSG00000131233.8" "GJA9" "protein_coding" 7 FALSE
"ENSG00000131236.12" "CAP1" "protein_coding" 333 FALSE
"ENSG00000131238.11" "PPT1" "protein_coding" 240 FALSE
"ENSG00000131242.11" "RAB11FIP4" "protein_coding" 7 FALSE
"ENSG00000131263.8" "RLIM" "protein_coding" 166 FALSE
"ENSG00000131264.3" "CDX4" "protein_coding" 0 FALSE
"ENSG00000131269.11" "ABCB7" "protein_coding" 149 FALSE
"ENSG00000131323.10" "TRAF3" "protein_coding" 53 FALSE
"ENSG00000131351.10" "HAUS8" "protein_coding" 70 FALSE
"ENSG00000131355.10" "EMR3" "protein_coding" 0 FALSE
"ENSG00000131368.3" "MRPS25" "protein_coding" 224 FALSE
"ENSG00000131370.11" "SH3BP5" "protein_coding" 80 FALSE
"ENSG00000131373.10" "HACL1" "protein_coding" 133 FALSE
"ENSG00000131374.9" "TBC1D5" "protein_coding" 188 FALSE
"ENSG00000131375.5" "CAPN7" "protein_coding" 99 FALSE
"ENSG00000131378.8" "RFTN1" "protein_coding" 117 FALSE
"ENSG00000131379.5" "C3orf20" "protein_coding" 0 FALSE
"ENSG00000131381.8" "ZFYVE20" "protein_coding" 140 FALSE
"ENSG00000131386.13" "GALNT15" "protein_coding" 30 FALSE
"ENSG00000131389.12" "SLC6A6" "protein_coding" 82 FALSE
"ENSG00000131398.9" "KCNC3" "protein_coding" 0 FALSE
"ENSG00000131400.3" "NAPSA" "protein_coding" 0 FALSE
"ENSG00000131401.7" "NAPSB" "pseudogene" 0 FALSE
"ENSG00000131408.9" "NR1H2" "protein_coding" 66 FALSE
"ENSG00000131409.8" "LRRC4B" "protein_coding" 0 FALSE
"ENSG00000131435.8" "PDLIM4" "protein_coding" 160 FALSE
"ENSG00000131437.11" "KIF3A" "protein_coding" 122 FALSE
"ENSG00000131446.11" "MGAT1" "protein_coding" 231 FALSE
"ENSG00000131459.8" "GFPT2" "protein_coding" 133 FALSE
"ENSG00000131462.3" "TUBG1" "protein_coding" 234 FALSE
"ENSG00000131467.6" "PSME3" "protein_coding" 189 FALSE
"ENSG00000131469.8" "RPL27" "protein_coding" 354 FALSE
"ENSG00000131470.10" "PSMC3IP" "protein_coding" 176 FALSE
"ENSG00000131471.2" "AOC3" "protein_coding" 2 FALSE
"ENSG00000131473.12" "ACLY" "protein_coding" 303 FALSE
"ENSG00000131475.2" "VPS25" "protein_coding" 268 FALSE
"ENSG00000131477.6" "RAMP2" "protein_coding" 4 FALSE
"ENSG00000131480.4" "AOC2" "protein_coding" 4 FALSE
"ENSG00000131482.5" "G6PC" "protein_coding" 1 FALSE
"ENSG00000131484.3" "RP11-798G7.5" "antisense" 90 FALSE
"ENSG00000131495.4" "NDUFA2" "protein_coding" 317 FALSE
"ENSG00000131503.16" "ANKHD1" "protein_coding" 241 FALSE
"ENSG00000131504.11" "DIAPH1" "protein_coding" 181 FALSE
"ENSG00000131507.8" "NDFIP1" "protein_coding" 165 FALSE
"ENSG00000131508.11" "UBE2D2" "protein_coding" 205 FALSE
"ENSG00000131538.6" "TTTY6" "lincRNA" 0 FALSE
"ENSG00000131548.6" "TTTY6B" "antisense" 0 FALSE
"ENSG00000131558.10" "EXOC4" "protein_coding" 232 FALSE
"ENSG00000131584.14" "ACAP3" "protein_coding" 20 FALSE
"ENSG00000131591.13" "C1orf159" "protein_coding" 27 FALSE
"ENSG00000131620.13" "ANO1" "protein_coding" 0 FALSE
"ENSG00000131626.11" "PPFIA1" "protein_coding" 240 FALSE
"ENSG00000131634.9" "TMEM204" "protein_coding" 3 FALSE
"ENSG00000131650.9" "KREMEN2" "protein_coding" 0 FALSE
"ENSG00000131652.9" "THOC6" "protein_coding" 59 FALSE
"ENSG00000131653.8" "TRAF7" "protein_coding" 82 FALSE
"ENSG00000131668.9" "BARX1" "protein_coding" 0 FALSE
"ENSG00000131669.5" "NINJ1" "protein_coding" 118 FALSE
"ENSG00000131686.9" "CA6" "protein_coding" 0 FALSE
"ENSG00000131697.13" "NPHP4" "protein_coding" 16 FALSE
"ENSG00000131711.10" "MAP1B" "protein_coding" 360 FALSE
"ENSG00000131721.4" "RHOXF2" "protein_coding" 0 FALSE
"ENSG00000131724.6" "IL13RA1" "protein_coding" 79 FALSE
"ENSG00000131725.9" "WDR44" "protein_coding" 123 FALSE
"ENSG00000131730.11" "CKMT2" "protein_coding" 11 FALSE
"ENSG00000131732.7" "ZCCHC9" "protein_coding" 207 FALSE
"ENSG00000131737.5" "KRT34" "protein_coding" 6 FALSE
"ENSG00000131738.5" "KRT33B" "protein_coding" 2 FALSE
"ENSG00000131746.8" "TNS4" "protein_coding" 1 FALSE
"ENSG00000131747.10" "TOP2A" "protein_coding" 104 TRUE
"ENSG00000131748.11" "STARD3" "protein_coding" 23 FALSE
"ENSG00000131759.13" "RARA" "protein_coding" 37 FALSE
"ENSG00000131771.9" "PPP1R1B" "protein_coding" 0 FALSE
"ENSG00000131773.9" "KHDRBS3" "protein_coding" 125 FALSE
"ENSG00000131778.13" "CHD1L" "protein_coding" 185 FALSE
"ENSG00000131779.6" "PEX11B" "protein_coding" 167 FALSE
"ENSG00000131781.8" "FMO5" "protein_coding" 6 FALSE
"ENSG00000131788.10" "PIAS3" "protein_coding" 189 FALSE
"ENSG00000131791.6" "PRKAB2" "protein_coding" 119 FALSE
"ENSG00000131795.7" "RBM8A" "protein_coding" 335 FALSE
"ENSG00000131797.8" "CLUHP3" "pseudogene" 16 FALSE
"ENSG00000131808.6" "FSHB" "protein_coding" 0 FALSE
"ENSG00000131828.9" "PDHA1" "protein_coding" 264 FALSE
"ENSG00000131831.12" "RAI2" "protein_coding" 25 FALSE
"ENSG00000131844.11" "MCCC2" "protein_coding" 87 FALSE
"ENSG00000131845.10" "ZNF304" "protein_coding" 29 FALSE
"ENSG00000131848.5" "ZSCAN5A" "protein_coding" 23 FALSE
"ENSG00000131849.10" "ZNF132" "protein_coding" 20 FALSE
"ENSG00000131864.6" "USP29" "protein_coding" 0 FALSE
"ENSG00000131871.10" "VIMP" "protein_coding" 309 FALSE
"ENSG00000131873.5" "CHSY1" "protein_coding" 184 FALSE
"ENSG00000131876.12" "SNRPA1" "protein_coding" 293 FALSE
